Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.mockito.ArgumentMatcher#62,-1,-1,-1,0.0025,0.5000,0.0353,0.0025
org.mockito.Matchers#95,-1,-1,-1,0.0032,0.5652,0.0568,0.0065
org.mockito.Mockito#1002,15,14,16,0.0074,0.7509,0.0611,0.0075
org.mockito.Mockito#1566,15,14,16,0.0033,0.5680,0.0572,0.0066
org.mockito.Mockito#630,-1,-1,-1,0.0032,0.5656,0.0569,0.0065
org.mockito.Mockito#641,-1,-1,-1,0.0032,0.5656,0.0569,0.0065
org.mockito.Mockito#673,-1,-1,-1,0.0032,0.5656,0.0569,0.0065
org.mockito.Mockito#686,-1,-1,-1,0.0032,0.5656,0.0569,0.0065
org.mockito.Mockito#720,-1,-1,-1,0.0032,0.5656,0.0569,0.0065
org.mockito.Mockito#731,15,14,16,0.0054,0.6872,0.0738,0.0110
org.mockito.Mockito#835,15,14,16,0.0034,0.5795,0.0585,0.0069
org.mockito.MockitoAnnotations#111,-1,-1,-1,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#81,41,40,43,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#85,43,8891,3767,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#86,3767,3765,1429,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#87,211,210,212,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#88,212,205,213,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#90,-1,-1,-1,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#93,55,1473,1475,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#94,1475,1562,1563,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#95,1563,1550,1561,0.0025,0.5000,0.0499,0.0050
org.mockito.MockitoAnnotations#96,198,199,200,0.0016,0.3889,0.0281,0.0016
org.mockito.configuration.DefaultMockitoConfiguration#20,-1,-1,-1,0.0025,0.5000,0.0499,0.0050
org.mockito.configuration.DefaultMockitoConfiguration#32,15,14,16,0.0026,0.5115,0.0361,0.0026
org.mockito.exceptions.Reporter#43,-1,-1,-1,0.0025,0.5000,0.0499,0.0050
org.mockito.internal.MockHandler#104,354,352,186,0.0024,0.4938,0.0348,0.0024
org.mockito.internal.MockHandler#105,186,185,88,0.0024,0.4938,0.0348,0.0024
org.mockito.internal.MockHandler#39,-1,-1,-1,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#40,20,19,22,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#41,22,21,24,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#42,24,508,24,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#43,24,508,24,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#44,24,1151,98,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#45,98,97,13,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#46,-1,-1,-1,0.0033,0.5700,0.0574,0.0066
org.mockito.internal.MockHandler#60,41,161,162,0.0022,0.4657,0.0329,0.0022
org.mockito.internal.MockHandler#67,162,2208,547,0.0022,0.4696,0.0332,0.0022
org.mockito.internal.MockHandler#69,547,2209,2210,0.0022,0.4701,0.0332,0.0022
org.mockito.internal.MockHandler#72,2210,2207,2212,0.0022,0.4712,0.0333,0.0022
org.mockito.internal.MockHandler#74,2212,5865,4040,0.0022,0.4712,0.0333,0.0022
org.mockito.internal.MockHandler#80,4040,7936,828,0.0023,0.4791,0.0338,0.0023
org.mockito.internal.MockHandler#81,828,5479,564,0.0023,0.4791,0.0338,0.0023
org.mockito.internal.MockHandler#82,564,560,566,0.0023,0.4791,0.0338,0.0023
org.mockito.internal.MockHandler#83,566,3714,2248,0.0023,0.4791,0.0338,0.0023
org.mockito.internal.MockHandler#85,2248,8072,1003,0.0023,0.4791,0.0338,0.0023
org.mockito.internal.MockHandler#86,1003,1002,52,0.0023,0.4791,0.0338,0.0023
org.mockito.internal.MockHandler#89,128,120,122,0.0029,0.5354,0.0379,0.0029
org.mockito.internal.MockHandler#92,52,39,53,0.0023,0.4797,0.0339,0.0023
org.mockito.internal.MockHandler#93,208,5172,5174,0.0070,0.7412,0.0595,0.0071
org.mockito.internal.MockHandler#94,5174,5173,351,0.0070,0.7412,0.0595,0.0071
org.mockito.internal.MockHandler#97,90,353,354,0.0024,0.4938,0.0348,0.0024
org.mockito.internal.MockitoCore#26,-1,-1,-1,0.0032,0.5636,0.0567,0.0064
org.mockito.internal.MockitoCore#28,-1,-1,-1,0.0032,0.5636,0.0567,0.0064
org.mockito.internal.MockitoCore#29,-1,-1,-1,0.0032,0.5636,0.0567,0.0064
