Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
com.google.javascript.jscomp.AbstractCompiler#259,-1,-1,-1,0.0282,0.5172,0.2357,0.1159
com.google.javascript.jscomp.AbstractCompiler#260,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractCompiler#263,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractCompiler#268,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractCompiler#35,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractCompiler#36,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractCompiler#39,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractMessageFormatter#32,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractMessageFormatter#33,115,116,117,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractMessageFormatter#34,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractMessageFormatter#37,115,116,117,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractMessageFormatter#38,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AbstractMessageFormatter#47,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#23,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#26,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#34,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#42,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#47,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#48,115,116,117,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#49,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#103,167,166,168,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#115,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#173,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#37,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#38,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#40,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#41,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#42,-1,-1,-1,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#73,15,14,16,0.0278,0.5172,0.1667,0.0571
com.google.javascript.jscomp.BasicErrorManager#77,15,14,16,0.0139,0.3488,0.0839,0.0141
com.google.javascript.jscomp.BasicErrorManager#81,15,14,16,0.0278,0.5172,0.1667,0.0571
