Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
com.google.javascript.jscomp.AbstractCompiler#259,-1,-1,-1,0.0002,0.3657,0.0135,0.0004
com.google.javascript.jscomp.AbstractCompiler#260,-1,-1,-1,0.0002,0.3657,0.0095,0.0002
com.google.javascript.jscomp.AbstractCompiler#263,-1,-1,-1,0.0002,0.3657,0.0095,0.0002
com.google.javascript.jscomp.AbstractCompiler#268,-1,-1,-1,0.0002,0.3657,0.0095,0.0002
com.google.javascript.jscomp.AbstractCompiler#35,-1,-1,-1,0.0002,0.3657,0.0095,0.0002
com.google.javascript.jscomp.AbstractCompiler#36,-1,-1,-1,0.0002,0.3657,0.0095,0.0002
com.google.javascript.jscomp.AbstractCompiler#39,-1,-1,-1,0.0002,0.3657,0.0095,0.0002
com.google.javascript.jscomp.AbstractMessageFormatter#32,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AbstractMessageFormatter#33,115,116,117,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AbstractMessageFormatter#34,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AbstractMessageFormatter#37,115,116,117,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AbstractMessageFormatter#38,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AbstractMessageFormatter#47,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#23,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#26,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#34,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#42,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#47,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#48,115,116,117,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.AnonymousFunctionNamingPolicy#49,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.BasicErrorManager#103,167,166,168,0.0002,0.3910,0.0100,0.0002
com.google.javascript.jscomp.BasicErrorManager#115,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.BasicErrorManager#173,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.BasicErrorManager#37,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
com.google.javascript.jscomp.BasicErrorManager#38,-1,-1,-1,0.0002,0.3663,0.0095,0.0002
