Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.jfree.chart.plot.Marker#117,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#175,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#177,76,596,598,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#180,598,1804,1744,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#183,1744,1743,79,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#187,79,379,267,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#188,267,380,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#189,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#190,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#191,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#193,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#194,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#195,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#196,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#197,24,508,24,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#198,24,1151,98,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#200,98,97,13,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#201,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.plot.Marker#211,15,14,16,0.0333,0.9105,0.1826,0.0345
org.jfree.chart.plot.Marker#238,15,14,16,0.0370,0.9190,0.1925,0.0385
org.jfree.chart.plot.Marker#265,15,14,16,0.2000,0.9866,0.4472,0.2500
org.jfree.chart.plot.ValueMarker#107,15,14,16,0.0323,0.9077,0.1796,0.0333
org.jfree.chart.plot.ValueMarker#95,106,271,272,0.0105,0.7584,0.1026,0.0106
org.jfree.chart.plot.ValueMarker#96,272,270,273,0.0105,0.7584,0.1026,0.0106
org.jfree.chart.plot.ValueMarker#97,-1,-1,-1,0.0105,0.7584,0.1026,0.0106
org.jfree.chart.text.TextAnchor#103,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#107,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#111,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#115,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#126,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#127,115,116,117,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#128,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#60,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#64,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#68,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#72,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#76,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#80,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#84,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#88,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#91,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#95,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.text.TextAnchor#99,-1,-1,-1,0.0040,0.5403,0.0630,0.0040
org.jfree.chart.util.LengthAdjustmentType#59,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.util.LengthAdjustmentType#63,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.util.LengthAdjustmentType#67,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.util.LengthAdjustmentType#78,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.util.LengthAdjustmentType#79,115,116,117,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.util.LengthAdjustmentType#80,-1,-1,-1,0.0085,0.7178,0.0925,0.0086
org.jfree.chart.util.RectangleAnchor#40,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#44,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#48,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#52,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#56,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#60,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#64,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
org.jfree.chart.util.RectangleAnchor#68,-1,-1,-1,0.0060,0.6413,0.0776,0.0061
