Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.jfree.chart.ChartColor#101,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#104,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#107,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#110,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#113,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#116,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#119,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#122,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#125,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#128,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#151,15,14,16,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#59,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#62,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#65,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#68,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#71,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#74,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#77,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#80,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#83,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#86,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#89,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#92,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#95,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.ChartColor#98,-1,-1,-1,0.0063,0.5559,0.0791,0.0063
org.jfree.chart.JFreeChart#1486,90,447,445,0.1429,0.9707,0.3780,0.1667
org.jfree.chart.JFreeChart#1487,445,446,401,0.1429,0.9707,0.3780,0.1667
org.jfree.chart.JFreeChart#1488,-1,-1,-1,0.1429,0.9707,0.3780,0.1667
org.jfree.chart.JFreeChart#1497,135,134,136,0.0128,0.7210,0.1132,0.0130
org.jfree.chart.JFreeChart#1498,216,1444,1455,0.0128,0.7210,0.1132,0.0130
org.jfree.chart.JFreeChart#1499,1455,1454,755,0.0128,0.7210,0.1132,0.0130
org.jfree.chart.JFreeChart#1506,-1,-1,-1,0.0128,0.7210,0.1132,0.0130
org.jfree.chart.JFreeChart#243,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#246,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#250,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#253,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#298,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#301,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#327,196,195,197,0.1111,0.9614,0.3333,0.1250
org.jfree.chart.JFreeChart#328,-1,-1,-1,0.1111,0.9614,0.3333,0.1250
org.jfree.chart.JFreeChart#364,-1,-1,-1,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#366,82,81,84,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#371,84,1535,267,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#372,267,380,24,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#373,24,508,24,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#376,24,508,24,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#380,24,508,24,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#381,24,508,24,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#382,24,508,24,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#384,24,381,383,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#386,383,2293,2011,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#387,2011,2294,2296,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#389,2296,5329,5331,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#392,5331,5483,5276,0.0087,0.6358,0.0933,0.0088
org.jfree.chart.JFreeChart#393,90,89,92,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#394,92,497,499,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#395,499,684,686,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#396,686,685,686,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#397,686,685,686,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#398,686,697,487,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#399,487,482,95,0.0104,0.6769,0.1021,0.0105
org.jfree.chart.JFreeChart#403,5276,5393,79,0.0087,0.6358,0.0933,0.0088
