Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.math.ConvergenceException#45,65,64,66,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.ConvergenceException#46,-1,-1,-1,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#106,106,105,104,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#107,104,107,109,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#108,109,108,13,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#109,-1,-1,-1,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#119,106,105,104,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.MathException#120,104,107,109,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.MathException#121,109,108,13,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.MathException#122,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.MathException#166,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.MathException#172,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.MathException#60,49,201,203,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#67,-1,-1,-1,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#73,7345,7344,556,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MathException#85,15,14,16,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MaxIterationsExceededException#43,106,271,272,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MaxIterationsExceededException#44,272,270,273,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.MaxIterationsExceededException#45,-1,-1,-1,0.5000,0.9891,0.7071,1.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils#127,15,14,16,0.0556,0.8426,0.2357,0.0588
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils#170,76,596,598,0.0556,0.8426,0.2357,0.0588
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils#173,598,621,604,0.0556,0.8426,0.2357,0.0588
