Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.jfree.data.DataUtilities#125,41,161,162,0.3810,0.5000,0.6172,4.9231
org.jfree.data.DataUtilities#128,162,1050,811,0.3810,0.5000,0.6172,4.9231
org.jfree.data.DataUtilities#129,811,810,430,0.3810,0.5000,0.6172,4.9231
org.jfree.data.DataUtilities#130,430,408,220,0.3810,0.5000,0.6172,4.9231
org.jfree.data.DataUtilities#133,220,219,221,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#107,196,195,197,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#108,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#145,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#147,20,524,525,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#148,525,518,526,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#150,526,516,74,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#152,55,951,953,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#153,953,1092,635,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#155,635,710,536,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#156,536,535,52,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#163,52,39,53,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#207,20,848,849,0.5714,0.6842,0.7559,10.6667
org.jfree.data.category.DefaultIntervalCategoryDataset#208,849,833,13,0.5714,0.6842,0.7559,10.6667
org.jfree.data.category.DefaultIntervalCategoryDataset#212,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#241,216,214,218,0.1818,0.5200,0.3162,0.4444
org.jfree.data.category.DefaultIntervalCategoryDataset#242,218,217,220,0.1818,0.5200,0.3162,0.4444
org.jfree.data.category.DefaultIntervalCategoryDataset#335,76,3497,3499,0.1250,1.0000,0.3536,0.1429
org.jfree.data.category.DefaultIntervalCategoryDataset#338,3499,3498,966,0.1250,1.0000,0.3536,0.1429
org.jfree.data.category.DefaultIntervalCategoryDataset#573,216,214,218,0.1667,0.4483,0.2887,0.4000
org.jfree.data.category.DefaultIntervalCategoryDataset#574,218,217,220,0.1667,0.4483,0.2887,0.4000
org.jfree.data.category.DefaultIntervalCategoryDataset#625,99,100,102,0.0909,0.3514,0.1768,0.1000
org.jfree.data.category.DefaultIntervalCategoryDataset#628,102,101,103,0.0909,0.3514,0.1768,0.1000
org.jfree.data.category.DefaultIntervalCategoryDataset#641,15,14,16,0.1250,1.0000,0.3536,0.1429
org.jfree.data.category.DefaultIntervalCategoryDataset#690,15,14,16,0.2000,0.6190,0.3536,0.5000
org.jfree.data.category.DefaultIntervalCategoryDataset#746,357,503,505,0.1111,0.6190,0.2500,0.1250
org.jfree.data.category.DefaultIntervalCategoryDataset#748,505,504,507,0.1111,0.6190,0.2500,0.1250
org.jfree.data.category.DefaultIntervalCategoryDataset#91,196,195,197,0.3810,0.5000,0.6172,4.9231
org.jfree.data.category.DefaultIntervalCategoryDataset#93,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.AbstractDataset#205,357,1354,1356,0.1111,0.6190,0.2500,0.1250
org.jfree.data.general.AbstractDataset#206,1356,1355,1116,0.1111,0.6190,0.2500,0.1250
org.jfree.data.general.AbstractDataset#207,1116,1115,514,0.1111,0.6190,0.2500,0.1250
org.jfree.data.general.AbstractDataset#94,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.AbstractDataset#95,20,848,849,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.AbstractDataset#96,849,833,13,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.AbstractDataset#97,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.AbstractSeriesDataset#65,65,64,66,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.AbstractSeriesDataset#66,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.DatasetGroup#63,106,271,272,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.DatasetGroup#64,272,270,273,0.3810,0.5000,0.6172,4.9231
org.jfree.data.general.DatasetGroup#65,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.resources.DataPackageResources#50,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
org.jfree.data.resources.DataPackageResources#62,-1,-1,-1,0.3810,0.5000,0.6172,4.9231
