Line,Score,FlashScore,FixFreq,BlockFreq
org.apache.commons.lang3.reflect.TypeUtils#370,1.0,0.5956638902498775,4863,8164
org.apache.commons.lang3.reflect.TypeUtils#385,1.0,0.5956638902498775,4863,8164
org.apache.commons.lang3.text.translate.NumericEntityUnescaper#57,1.0,0.5956638902498775,4863,8164
org.apache.commons.lang3.text.translate.LookupTranslator#45,1.0,0.5463483146067416,389,712
org.apache.commons.lang3.StringEscapeUtils#433,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#88,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#121,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#136,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#155,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#193,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#211,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#274,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#289,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#371,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#386,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#399,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.reflect.TypeUtils#408,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.AggregateTranslator#54,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#34,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#138,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#147,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#349,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#358,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#370,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#377,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#386,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#395,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.EntityArrays#408,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.text.translate.UnicodeEscaper#85,1.0,0.5411590992986341,7330,13545
org.apache.commons.lang3.ClassUtils#707,1.0,0.506224593495935,3985,7872
org.apache.commons.lang3.text.translate.AggregateTranslator#41,1.0,0.506224593495935,3985,7872
org.apache.commons.lang3.text.translate.CharSequenceTranslator#95,1.0,0.506224593495935,3985,7872
org.apache.commons.lang3.text.translate.LookupTranslator#49,1.0,0.506224593495935,3985,7872
org.apache.commons.lang3.text.translate.LookupTranslator#52,1.0,0.506224593495935,3985,7872
org.apache.commons.lang3.text.translate.NumericEntityUnescaper#60,1.0,0.506224593495935,3985,7872
org.apache.commons.lang3.text.translate.AggregateTranslator#51,1.0,0.43243243243243246,144,333
org.apache.commons.lang3.reflect.TypeUtils#280,1.0,0.41436100131752307,629,1518
org.apache.commons.lang3.ArrayUtils#320,1.0,0.40319258496395466,783,1942
org.apache.commons.lang3.text.translate.LookupTranslator#74,1.0,0.3826649883114548,2128,5561
org.apache.commons.lang3.text.translate.CharSequenceTranslator#94,1.0,0.35359116022099446,64,181
org.apache.commons.lang3.text.translate.LookupTranslator#75,1.0,0.3487807696752571,3018,8653
org.apache.commons.lang3.text.translate.EntityArrays#418,1.0,0.3445692883895131,276,801
org.apache.commons.lang3.text.translate.CharSequenceTranslator#54,1.0,0.3442622950819672,84,244
org.apache.commons.lang3.text.translate.EntityArrays#420,1.0,0.3197424892703863,894,2796
org.apache.commons.lang3.text.translate.LookupTranslator#70,1.0,0.29069767441860467,50,172
org.apache.commons.lang3.ClassUtils#631,1.0,0.290468133107727,515,1773
org.apache.commons.lang3.reflect.TypeUtils#364,1.0,0.2857142857142857,8,28
org.apache.commons.lang3.reflect.TypeUtils#379,1.0,0.2857142857142857,8,28
org.apache.commons.lang3.text.translate.CharSequenceTranslator#86,1.0,0.2808988764044944,25,89
org.apache.commons.lang3.text.translate.AggregateTranslator#53,1.0,0.2770012706480305,1962,7083
org.apache.commons.lang3.reflect.TypeUtils#283,1.0,0.2761061946902655,624,2260
org.apache.commons.lang3.text.translate.LookupTranslator#66,1.0,0.2727272727272727,21,77
org.apache.commons.lang3.text.translate.UnicodeEscaper#54,1.0,0.26100998238402817,889,3406
org.apache.commons.lang3.text.translate.EntityArrays#417,1.0,0.26045883940620784,193,741
org.apache.commons.lang3.reflect.TypeUtils#613,1.0,0.2589073634204275,218,842
org.apache.commons.lang3.text.translate.LookupTranslator#57,1.0,0.25142857142857145,528,2100
org.apache.commons.lang3.ClassUtils#706,1.0,0.24615921787709497,705,2864
org.apache.commons.lang3.reflect.TypeUtils#667,1.0,0.24065196548418025,251,1043
org.apache.commons.lang3.reflect.TypeUtils#660,1.0,0.24050632911392406,209,869
org.apache.commons.lang3.text.translate.CharSequenceTranslator#59,1.0,0.21782178217821782,308,1414
org.apache.commons.lang3.text.translate.AggregateTranslator#52,1.0,0.2169397645972767,1880,8666
org.apache.commons.lang3.ClassUtils#630,1.0,0.20772058823529413,339,1632
org.apache.commons.lang3.text.translate.EntityArrays#422,1.0,0.20474934036939313,388,1895
org.apache.commons.lang3.text.translate.LookupTranslator#51,1.0,0.20066889632107024,780,3887
org.apache.commons.lang3.text.translate.EntityArrays#419,1.0,0.19449609520267758,523,2689
org.apache.commons.lang3.reflect.TypeUtils#361,1.0,0.18518518518518517,15,81
org.apache.commons.lang3.text.translate.LookupTranslator#72,1.0,0.17615701478071238,727,4127
org.apache.commons.lang3.text.translate.LookupTranslator#73,1.0,0.17526289434151227,1050,5991
org.apache.commons.lang3.reflect.TypeUtils#376,1.0,0.13924050632911392,11,79
org.apache.commons.lang3.ArrayUtils#323,1.0,0.13870205417196874,763,5501
org.apache.commons.lang3.text.translate.CharSequenceTranslator#60,1.0,0.13705583756345177,918,6698
org.apache.commons.lang3.reflect.TypeUtils#612,1.0,0.1362810417928528,225,1651
org.apache.commons.lang3.reflect.TypeUtils#273,1.0,0.13343108504398826,273,2046
org.apache.commons.lang3.ClassUtils#705,1.0,0.1291564039408867,839,6496
org.apache.commons.lang3.text.translate.LookupTranslator#78,1.0,0.12796697626418987,124,969
org.apache.commons.lang3.ClassUtils#709,1.0,0.12754835337166753,976,7652
org.apache.commons.lang3.text.translate.UnicodeEscaper#52,1.0,0.12627781118460613,420,3326
org.apache.commons.lang3.reflect.TypeUtils#262,1.0,0.1262135922330097,364,2884
org.apache.commons.lang3.text.translate.LookupTranslator#71,1.0,0.12577241899020347,1669,13270
org.apache.commons.lang3.reflect.TypeUtils#369,1.0,0.125,7,56
org.apache.commons.lang3.reflect.TypeUtils#384,1.0,0.125,7,56
org.apache.commons.lang3.text.translate.LookupTranslator#42,1.0,0.12146892655367232,43,354
org.apache.commons.lang3.text.translate.CharSequenceTranslator#76,1.0,0.1189482470784641,285,2396
org.apache.commons.lang3.text.translate.CharSequenceTranslator#58,1.0,0.11821252273317745,455,3849
org.apache.commons.lang3.text.translate.CharSequenceTranslator#111,1.0,0.11658841940532082,596,5112
